transaction_id,customer_id,date,product_id,quantity,amount,channel
T0021079,C002173,2023-07-25,P000027,3,206.35,Online
T0033676,C003493,2023-07-25,P000060,1,38.96,Online
T0009369,C000947,2023-07-25,P000102,1,16.88,Online
T0020888,C002151,2023-07-25,P000005,3,212.14,Store
T0017766,C001817,2023-07-25,P000061,2,321.98,Store
T0040847,C004251,2023-07-25,P000102,1,16.98,Online
T0033451,C003469,2023-07-25,P000008,2,105.44,Store
T0047466,C004975,2023-07-25,P000004,1,46.49,Store
T0005350,C000542,2023-07-25,P000083,1,215.42,Online
T0023525,C002434,2023-07-25,P000175,2,83.5,App
T0012000,C001239,2023-07-25,P000135,3,62.93,Online
T0002460,C000252,2023-07-25,P000113,2,29.99,Online
T0003760,C000387,2023-07-25,P000176,3,354.85,App
T0045941,C004791,2023-07-25,P000079,4,568.96,Online
T0031773,C003292,2023-07-26,P000077,2,409.05,Store
T0025713,C002671,2023-07-26,P000127,3,106.43,App
T0036191,C003763,2023-07-26,P000075,2,41.68,Online
T0032547,C003370,2023-07-26,P000032,1,21.57,Online
T0017464,C001788,2023-07-26,P000018,2,93.51,Online
T0037548,C003927,2023-07-26,P000023,2,26.1,Store
T0005738,C000580,2023-07-26,P000008,2,99.35,App
T0040095,C004182,2023-07-26,P000110,4,115.97,Online
T0036510,C003793,2023-07-26,P000046,3,865.69,Online
T0043569,C004544,2023-07-26,P000048,1,14.93,Online
T0039303,C004104,2023-07-26,P000124,2,105.38,Online
T0000489,C000052,2023-07-26,P000151,1,78.6,Store
T0000963,C000099,2023-07-26,P000035,2,103.71,App
T0023432,C002427,2023-07-26,P000095,2,484.56,Online
T0037547,C003927,2023-07-26,P000039,1,30.38,Store
T0012293,C001266,2023-07-26,P000118,3,143.31,Store
T0001044,C000108,2023-07-26,P000053,3,22.42,Online
T0046029,C004800,2023-07-26,P000056,2,106.41,App
T0032914,C003411,2023-07-27,P000092,1,169.16,Store
T0038086,C003986,2023-07-27,P000044,2,699.01,Store
T0004127,C000418,2023-07-27,P000012,1,56.63,App
T0009620,C000974,2023-07-27,P000078,1,249.62,Online
T0006350,C000644,2023-07-27,P000129,2,110.93,Store
T0002112,C000221,2023-07-27,P000102,1,18.26,Store
T0007558,C000766,2023-07-27,P000102,2,33.81,Online
T0012996,C001339,2023-07-27,P000055,1,39.08,Online
T0018297,C001872,2023-07-27,P000177,1,69.53,Store
T0016902,C001732,2023-07-27,P000078,1,251.17,Online
T0016903,C001732,2023-07-27,P000082,3,561.98,Online
T0012343,C001271,2023-07-27,P000100,2,46.68,App
T0040832,C004250,2023-07-27,P000018,2,82.33,Store
T0028558,C002957,2023-07-27,P000033,2,528.79,Store
T0010774,C001114,2023-07-27,P000076,2,80.36,Store
T0028772,C002979,2023-07-27,P000060,1,43.36,App
T0003020,C000314,2023-07-27,P000033,2,572.58,App
T0014984,C001538,2023-07-27,P000080,3,125.92,Store
T0028027,C002913,2023-07-27,P000095,3,713.28,Online
T0040282,C004200,2023-07-27,P000160,1,107.31,Online
T0027370,C002849,2023-07-27,P000044,1,337.55,Online
T0001071,C000109,2023-07-27,P000086,1,48.45,Store
T0021404,C002200,2023-07-27,P000060,2,84.23,Store
T0005273,C000535,2023-07-27,P000061,2,314.2,Online
T0047519,C004980,2023-07-28,P000162,3,843.68,Online
T0039041,C004076,2023-07-28,P000046,1,311.74,App
T0030895,C003206,2023-07-28,P000032,3,59.75,Online
T0026444,C002747,2023-07-28,P000028,3,132.29,Online
T0045723,C004773,2023-07-28,P000031,1,47.14,Store
T0014093,C001456,2023-07-28,P000200,1,49.18,Online
T0005235,C000531,2023-07-28,P000054,3,459.24,Online
T0006954,C000703,2023-07-28,P000147,1,266.6,Online
T0040447,C004214,2023-07-28,P000137,3,811.68,App
T0009549,C000968,2023-07-28,P000139,1,71.02,Store
T0036688,C003813,2023-07-28,P000159,3,476.15,Online
T0016929,C001733,2023-07-28,P000008,1,50.34,Online
T0030445,C003161,2023-07-28,P000057,3,203.02,Store
T0033945,C003526,2023-07-28,P000156,2,206.24,Online
T0029291,C003033,2023-07-28,P000128,4,205.65,Online
T0007557,C000766,2023-07-28,P000088,2,233.11,Store
T0004880,C000494,2023-07-28,P000156,1,102.76,App
T0011011,C001139,2023-07-28,P000164,1,14.39,Online
T0016600,C001705,2023-07-28,P000150,2,352.83,App
T0005059,C000511,2023-07-28,P000068,1,52.09,Online
T0020897,C002152,2023-07-28,P000052,3,134.14,Store
T0017945,C001836,2023-07-28,P000038,2,117.14,Online
T0002203,C000232,2023-07-29,P000181,2,44.62,Store
T0019098,C001950,2023-07-29,P000127,2,81.42,Store
T0047518,C004980,2023-07-29,P000152,1,159.57,Store
T0029438,C003049,2023-07-29,P000043,1,42.77,App
T0023199,C002401,2023-07-29,P000052,1,49.13,Online
T0003058,C000318,2023-07-29,P000037,1,13.65,Store
T0044785,C004672,2023-07-29,P000173,1,157.2,App
T0044510,C004643,2023-07-29,P000074,2,120.98,App
T0006624,C000673,2023-07-29,P000182,2,461.97,Store
T0042599,C004439,2023-07-29,P000174,1,73.06,Online
T0043185,C004502,2023-07-29,P000025,3,711.41,Store
T0024884,C002577,2023-07-29,P000189,3,143.51,Online
T0021691,C002231,2023-07-29,P000067,1,67.3,Online
T0031389,C003254,2023-07-29,P000026,2,96.36,Online
T0029207,C003029,2023-07-29,P000101,2,42.7,Online
T0016658,C001711,2023-07-30,P000169,1,238.14,Online
T0034951,C003636,2023-07-30,P000007,1,20.67,Online
T0014178,C001464,2023-07-30,P000062,2,151.69,Online
T0004378,C000441,2023-07-30,P000055,2,73.06,Store
T0035102,C003654,2023-07-30,P000165,2,408.54,Store
T0020434,C002100,2023-07-30,P000093,1,17.82,Store
T0038085,C003986,2023-07-30,P000061,3,468.54,Online
T0024813,C002568,2023-07-30,P000163,2,39.25,Online
T0000568,C000058,2023-07-30,P000099,1,24.45,Online
T0021608,C002219,2023-07-30,P000123,1,71.62,Online
T0015169,C001562,2023-07-30,P000125,2,447.58,Store
T0007957,C000806,2023-07-30,P000080,2,77.84,Online
T0012309,C001268,2023-07-30,P000196,4,533.07,Online
T0015295,C001576,2023-07-30,P000071,3,194.99,Store
T0010058,C001024,2023-07-30,P000168,4,139.79,App
T0015348,C001581,2023-07-30,P000034,1,104.14,Online
T0046673,C004880,2023-07-30,P000131,1,88.45,Online
T0040284,C004200,2023-07-30,P000038,1,53.63,Online
T0004480,C000453,2023-07-30,P000157,4,80.91,Online
T0005546,C000560,2023-07-30,P000111,1,75.42,Online
T0047236,C004948,2023-07-31,P000149,2,87.5,Online
T0014788,C001525,2023-07-31,P000061,3,491.02,Online
T0001135,C000116,2023-07-31,P000048,3,42.94,App
T0000581,C000059,2023-07-31,P000038,1,54.84,Online
T0033677,C003493,2023-07-31,P000089,1,183.28,Store
T0003819,C000392,2023-07-31,P000023,1,14.95,App
T0038689,C004045,2023-07-31,P000189,2,94.3,Store
T0018513,C001897,2023-07-31,P000137,2,581.0,App
T0032862,C003405,2023-07-31,P000160,2,204.9,Store
T0015206,C001566,2023-07-31,P000019,1,96.31,App
T0026212,C002729,2023-07-31,P000072,1,226.51,Store
T0034602,C003597,2023-07-31,P000117,1,58.37,Store
T0022656,C002344,2023-07-31,P000022,1,9.94,Online
T0004732,C000478,2023-07-31,P000193,3,191.61,Online
T0022234,C002300,2023-07-31,P000057,3,209.8,Online
T0004190,C000425,2023-07-31,P000047,4,115.21,Store
T0009201,C000929,2023-07-31,P000013,1,43.29,Online
T0004636,C000471,2023-07-31,P000053,1,8.2,App
T0023596,C002438,2023-07-31,P000129,2,107.88,App
T0024253,C002511,2023-07-31,P000023,4,58.66,Online
T0041122,C004280,2023-07-31,P000074,1,70.64,Store
T0018963,C001939,2023-08-01,P000095,1,251.94,App
T0008112,C000825,2023-08-01,P000135,1,20.56,App
T0024737,C002561,2023-08-01,P000022,2,23.11,App
T0002115,C000221,2023-08-01,P000168,1,33.45,Online
T0046495,C004864,2023-08-01,P000032,1,23.25,Store
T0019149,C001958,2023-08-01,P000081,1,16.24,Online
T0028269,C002932,2023-08-01,P000187,1,164.16,App
T0007051,C000713,2023-08-01,P000077,3,553.67,Online
T0020435,C002100,2023-08-01,P000180,2,62.93,Online
T0007559,C000766,2023-08-01,P000022,1,11.5,Online
T0043601,C004549,2023-08-01,P000049,2,392.88,Online
T0027407,C002852,2023-08-01,P000194,1,20.33,Online
T0029667,C003074,2023-08-01,P000133,2,25.25,Online
T0003198,C000332,2023-08-01,P000154,2,68.8,Online
T0001805,C000190,2023-08-01,P000033,3,732.72,Online
T0001233,C000129,2023-08-01,P000070,1,43.44,Store
T0011095,C001144,2023-08-01,P000011,1,38.67,App
T0032101,C003323,2023-08-01,P000167,1,257.55,Online
T0044010,C004586,2023-08-01,P000159,1,145.62,Online
T0011892,C001229,2023-08-01,P000044,2,650.39,Online
T0028773,C002979,2023-08-01,P000048,2,32.67,Online
T0016265,C001674,2023-08-01,P000191,2,334.55,Online
T0034673,C003604,2023-08-01,P000136,4,231.37,Online
T0038611,C004037,2023-08-01,P000135,2,42.65,Store
T0017843,C001827,2023-08-01,P000025,3,694.52,Online
T0035476,C003691,2023-08-01,P000114,2,120.46,Online
T0039113,C004081,2023-08-01,P000143,2,61.69,Store
T0028738,C002975,2023-08-02,P000158,2,36.26,App
T0031973,C003312,2023-08-02,P000050,2,104.84,Online
T0013934,C001438,2023-08-02,P000133,2,28.88,Store
T0015859,C001633,2023-08-02,P000152,5,831.42,Online
T0036975,C003850,2023-08-02,P000120,2,69.17,Online
T0022731,C002350,2023-08-02,P000014,2,287.58,Online
T0014701,C001516,2023-08-02,P000136,3,200.32,App
T0003199,C000332,2023-08-02,P000114,2,112.13,Online
T0028571,C002958,2023-08-02,P000177,5,307.34,Store
T0029210,C003029,2023-08-02,P000013,2,85.81,Online
T0035908,C003735,2023-08-02,P000006,4,239.93,Online
T0019100,C001950,2023-08-02,P000108,1,14.87,Store
T0031124,C003225,2023-08-02,P000151,3,246.35,Online
T0045329,C004729,2023-08-02,P000172,2,121.3,Store
T0040848,C004251,2023-08-02,P000030,1,16.52,Online
T0000446,C000050,2023-08-02,P000073,1,46.55,App
T0025796,C002682,2023-08-02,P000108,3,42.34,Store
T0047582,C004983,2023-08-02,P000195,2,390.13,Store
T0002522,C000259,2023-08-03,P000030,2,29.98,App
T0023464,C002429,2023-08-03,P000190,2,275.57,App
T0008654,C000881,2023-08-03,P000097,2,177.03,Store
T0005652,C000572,2023-08-03,P000144,1,45.46,Online
T0004104,C000415,2023-08-03,P000082,3,527.31,Online
T0038762,C004049,2023-08-03,P000139,2,145.75,Online
T0038189,C003993,2023-08-03,P000080,2,88.9,Online
T0047217,C004947,2023-08-03,P000002,1,49.54,Store
T0019099,C001950,2023-08-03,P000198,1,152.46,Online
T0006792,C000690,2023-08-03,P000045,2,308.57,App
T0013998,C001444,2023-08-03,P000148,3,438.07,Store
T0000445,C000050,2023-08-03,P000181,3,59.32,Store
T0024463,C002531,2023-08-03,P000021,2,501.0,App
T0019748,C002019,2023-08-03,P000021,1,247.86,Online
T0017975,C001841,2023-08-03,P000104,2,38.8,Online
T0025173,C002609,2023-08-03,P000086,1,44.87,Online
T0017102,C001749,2023-08-03,P000142,4,41.54,Store
T0000530,C000055,2023-08-03,P000129,1,55.16,Online
T0011266,C001159,2023-08-03,P000133,3,38.6,App
T0012344,C001271,2023-08-03,P000065,1,78.19,Online
T0045060,C004700,2023-08-03,P000084,1,38.33,Online
T0032385,C003352,2023-08-03,P000161,2,284.47,Online
T0046009,C004797,2023-08-03,P000167,1,224.38,Online
T0028030,C002913,2023-08-03,P000069,2,95.24,Online
T0004826,C000489,2023-08-03,P000049,1,171.67,App
T0041907,C004369,2023-08-03,P000188,2,650.04,Online
T0004881,C000494,2023-08-03,P000133,2,27.91,Online
T0035795,C003724,2023-08-04,P000119,3,840.31,Online
T0006521,C000661,2023-08-04,P000178,3,59.22,Store
T0001806,C000190,2023-08-04,P000145,1,272.15,App
T0041437,C004316,2023-08-04,P000058,1,8.32,Online
T0030896,C003206,2023-08-04,P000028,4,165.92,Store
T0045328,C004729,2023-08-04,P000166,2,140.93,Online
T0025264,C002621,2023-08-04,P000194,1,18.27,Online
T0038355,C004010,2023-08-04,P000005,3,236.36,Online
T0012105,C001248,2023-08-04,P000073,1,48.83,Store
T0047544,C004981,2023-08-04,P000047,3,88.89,Online
T0033061,C003423,2023-08-04,P000047,3,80.23,Online
T0020136,C002063,2023-08-04,P000181,1,20.5,Online
T0012791,C001313,2023-08-04,P000118,2,109.37,Online
T0018833,C001927,2023-08-04,P000108,1,15.09,Store
T0027801,C002897,2023-08-04,P000043,2,85.66,Online
T0013983,C001443,2023-08-04,P000105,2,76.64,Online
T0042871,C004466,2023-08-04,P000161,3,366.37,App
T0043926,C004576,2023-08-04,P000079,1,132.7,Online
T0003840,C000394,2023-08-05,P000155,1,25.11,Online
T0022819,C002358,2023-08-05,P000019,2,176.84,Store
T0042600,C004439,2023-08-05,P000102,1,18.83,App
T0021669,C002228,2023-08-05,P000146,1,62.82,Online
T0011178,C001152,2023-08-05,P000167,4,952.06,Store
T0043186,C004502,2023-08-05,P000003,4,499.31,Online
T0040285,C004200,2023-08-05,P000065,3,240.94,Online
T0025265,C002621,2023-08-05,P000169,1,261.37,App
T0003191,C000331,2023-08-05,P000173,2,342.17,Store
T0009202,C000929,2023-08-05,P000017,1,66.23,Online
T0013750,C001418,2023-08-05,P000195,3,645.74,Store
T0019402,C001982,2023-08-05,P000101,2,46.86,Online
T0043701,C004557,2023-08-05,P000056,1,54.89,Online
T0031736,C003290,2023-08-05,P000172,2,104.52,Online
T0014295,C001474,2023-08-05,P000019,1,101.36,Online
T0031437,C003258,2023-08-05,P000142,2,19.8,Online
T0016931,C001733,2023-08-05,P000013,4,183.73,Online
T0046989,C004921,2023-08-05,P000109,2,699.69,Store
T0041219,C004287,2023-08-05,P000071,2,132.88,Online
T0011096,C001144,2023-08-05,P000052,3,136.19,Online
T0020581,C002119,2023-08-05,P000170,2,148.47,Online
T0033479,C003470,2023-08-05,P000099,2,55.58,Store
T0026348,C002740,2023-08-06,P000024,1,260.49,Online
T0007710,C000781,2023-08-06,P000129,1,56.51,App
T0009636,C000975,2023-08-06,P000078,4,1045.73,Store
T0037295,C003898,2023-08-06,P000075,2,41.01,Online
T0017182,C001757,2023-08-06,P000104,1,20.15,Store
T0003511,C000362,2023-08-06,P000036,1,115.85,Online
T0028028,C002913,2023-08-06,P000030,1,15.7,Store
T0013439,C001388,2023-08-06,P000088,3,335.83,Online
T0016659,C001711,2023-08-06,P000141,1,367.75,Online
T0019420,C001983,2023-08-06,P000044,2,695.91,Online
T0036689,C003813,2023-08-06,P000052,1,49.25,Store
T0000744,C000075,2023-08-06,P000104,2,36.36,Online
T0028211,C002927,2023-08-06,P000109,1,336.35,App
T0020757,C002134,2023-08-06,P000195,1,197.76,Online
T0035005,C003643,2023-08-06,P000110,1,28.78,Store
T0002521,C000259,2023-08-06,P000081,2,29.5,Online
T0047580,C004983,2023-08-06,P000082,2,326.91,Store
T0024356,C002522,2023-08-06,P000192,2,39.93,Store
T0028699,C002972,2023-08-06,P000022,2,22.34,App
T0023005,C002377,2023-08-06,P000107,1,21.84,Store
T0003258,C000337,2023-08-06,P000169,1,235.4,Online
T0044157,C004602,2023-08-07,P000006,2,113.81,Online
T0024302,C002517,2023-08-07,P000080,2,84.16,Online
T0028029,C002913,2023-08-07,P000124,3,157.6,Online
T0003257,C000337,2023-08-07,P000022,2,22.5,Online
T0023600,C002438,2023-08-07,P000084,3,107.78,Online
T0027229,C002832,2023-08-07,P000029,2,39.75,App
T0026188,C002725,2023-08-07,P000031,2,89.31,Online
T0017414,C001783,2023-08-07,P000017,3,169.98,App
T0041908,C004369,2023-08-07,P000108,3,43.95,App
T0027228,C002832,2023-08-07,P000154,2,78.84,Online
T0027997,C002912,2023-08-07,P000033,2,503.24,Store
T0036245,C003768,2023-08-07,P000041,2,321.67,App
T0011938,C001233,2023-08-07,P000179,1,32.46,App
T0033785,C003508,2023-08-07,P000118,1,46.04,Online
T0003635,C000375,2023-08-07,P000037,2,28.29,Store
T0015002,C001539,2023-08-07,P000127,1,36.07,Store
T0036690,C003813,2023-08-07,P000181,2,41.26,Online
T0014874,C001532,2023-08-07,P000044,3,1082.5,Online
T0016264,C001674,2023-08-07,P000152,1,151.8,Online
T0027975,C002910,2023-08-07,P000081,3,49.96,Store
T0027493,C002859,2023-08-07,P000185,2,197.08,Store
T0040428,C004211,2023-08-08,P000127,2,82.73,Online
T0034703,C003607,2023-08-08,P000140,1,65.69,Online
T0006640,C000674,2023-08-08,P000053,1,8.16,App
T0008493,C000868,2023-08-08,P000177,1,69.48,Online
T0031390,C003254,2023-08-08,P000016,3,812.6,Online
T0017877,C001830,2023-08-08,P000136,2,128.83,Online
T0006771,C000689,2023-08-08,P000125,2,486.77,Online
T0021405,C002200,2023-08-08,P000072,1,234.76,Online
T0038476,C004024,2023-08-08,P000107,1,25.28,Online
T0019720,C002016,2023-08-08,P000024,3,814.13,App
T0018816,C001926,2023-08-08,P000031,2,95.57,App
T0024550,C002539,2023-08-08,P000091,2,199.29,Store
T0040711,C004241,2023-08-08,P000147,2,540.87,Online
T0011734,C001210,2023-08-08,P000029,4,73.52,Store
T0007958,C000806,2023-08-08,P000127,3,122.53,App
T0044550,C004645,2023-08-08,P000109,2,687.37,Store
T0040253,C004199,2023-08-08,P000084,3,117.29,Online
T0044456,C004636,2023-08-08,P000066,1,260.9,Online
T0037196,C003888,2023-08-08,P000063,4,1211.67,Online
T0008897,C000904,2023-08-08,P000055,1,35.56,App
T0001598,C000165,2023-08-08,P000159,1,147.05,Online
T0042188,C004397,2023-08-08,P000027,2,133.0,Online
T0045725,C004773,2023-08-08,P000014,1,155.18,Online
T0023649,C002444,2023-08-08,P000103,1,139.83,App
T0006855,C000696,2023-08-08,P000019,1,99.8,Online
T0017570,C001796,2023-08-08,P000079,1,121.07,Online
T0001886,C000199,2023-08-08,P000074,2,122.17,App
T0036785,C003826,2023-08-09,P000046,3,855.45,Online
T0019262,C001968,2023-08-09,P000176,2,242.47,Store
T0011774,C001217,2023-08-09,P000126,3,135.08,Store
T0011480,C001182,2023-08-09,P000039,2,53.98,Store
T0027494,C002859,2023-08-09,P000053,2,16.51,Online
T0030482,C003163,2023-08-09,P000155,1,23.78,App
T0044511,C004643,2023-08-09,P000168,3,115.77,Online
T0026940,C002803,2023-08-09,P000143,1,25.97,Online
T0043739,C004559,2023-08-09,P000172,1,59.92,Online
T0008183,C000832,2023-08-09,P000081,2,30.51,Online
T0031806,C003294,2023-08-09,P000046,2,602.38,Online
T0018215,C001868,2023-08-09,P000198,1,159.88,App
T0017184,C001757,2023-08-09,P000171,1,146.06,Store
T0003761,C000387,2023-08-09,P000095,3,665.34,Store
T0009140,C000921,2023-08-09,P000160,1,97.07,Online
T0041027,C004271,2023-08-09,P000188,2,619.19,Store
T0026798,C002787,2023-08-09,P000181,1,20.73,Store
T0001600,C000165,2023-08-10,P000011,3,105.23,Store
T0026799,C002787,2023-08-10,P000183,2,601.73,Online
T0042517,C004431,2023-08-10,P000024,5,1282.82,App
T0026737,C002780,2023-08-10,P000091,2,213.81,Store
T0022668,C002345,2023-08-10,P000034,2,217.06,Online
T0006793,C000690,2023-08-10,P000184,3,942.94,Store
T0034105,C003542,2023-08-10,P000107,2,42.77,App
T0037761,C003950,2023-08-10,P000100,2,47.56,App
T0016301,C001676,2023-08-10,P000188,1,305.76,Online
T0040529,C004219,2023-08-10,P000075,2,37.03,Store
T0027597,C002876,2023-08-10,P000014,1,140.05,Online
T0034215,C003557,2023-08-10,P000094,1,28.78,App
T0029373,C003040,2023-08-10,P000138,3,24.38,Online
T0008792,C000893,2023-08-10,P000192,1,21.27,Online
T0023598,C002438,2023-08-10,P000163,3,54.86,Online
T0047218,C004947,2023-08-10,P000124,1,59.85,Online
T0038210,C003995,2023-08-10,P000183,2,597.24,Online
T0005284,C000536,2023-08-10,P000117,4,244.35,Store
T0004602,C000466,2023-08-10,P000144,2,90.64,Online
T0032964,C003415,2023-08-10,P000198,1,138.34,Online
T0024738,C002561,2023-08-10,P000032,3,66.05,App
T0027982,C002911,2023-08-10,P000111,1,78.83,App
T0040833,C004250,2023-08-10,P000066,2,607.36,Online
T0024280,C002512,2023-08-10,P000180,1,34.82,Store
T0027921,C002907,2023-08-10,P000015,1,119.24,Online
T0026963,C002804,2023-08-10,P000060,2,77.97,Store
T0032102,C003323,2023-08-11,P000057,3,190.45,App
T0007756,C000785,2023-08-11,P000113,2,26.85,Online
T0018962,C001939,2023-08-11,P000058,2,18.58,Online
T0016602,C001705,2023-08-11,P000029,1,17.35,App
T0026256,C002733,2023-08-11,P000062,1,70.24,App
T0018694,C001916,2023-08-11,P000005,1,68.04,App
T0034424,C003579,2023-08-11,P000117,3,176.27,App
T0047520,C004980,2023-08-11,P000061,3,509.67,Store
T0003634,C000375,2023-08-11,P000137,1,290.62,App
T0039422,C004112,2023-08-11,P000030,1,17.59,Online
T0038205,C003994,2023-08-11,P000015,4,449.68,Online
T0041504,C004322,2023-08-11,P000063,1,318.65,Online
T0028891,C002993,2023-08-11,P000079,2,286.0,Online
T0005796,C000586,2023-08-11,P000042,4,289.43,App
T0017479,C001790,2023-08-11,P000154,1,34.94,App
T0036574,C003802,2023-08-11,P000168,1,38.84,App
T0004733,C000478,2023-08-11,P000146,4,255.69,Online
T0004380,C000441,2023-08-11,P000084,2,74.05,Online
T0008206,C000833,2023-08-11,P000153,3,381.94,Online
T0022280,C002305,2023-08-11,P000122,3,155.23,Online
T0038049,C003983,2023-08-11,P000072,2,521.69,Store
T0038428,C004020,2023-08-11,P000166,4,241.68,Online
T0017478,C001790,2023-08-11,P000038,1,56.34,Online
T0021935,C002262,2023-08-11,P000149,2,89.18,Online
T0046030,C004800,2023-08-12,P000033,3,790.51,Store
T0020736,C002132,2023-08-12,P000168,1,32.74,Online
T0027848,C002902,2023-08-12,P000004,4,196.35,Store
T0034704,C003607,2023-08-12,P000150,3,554.88,Store
T0024462,C002531,2023-08-12,P000097,2,156.89,App
T0035909,C003735,2023-08-12,P000124,1,60.61,Store
T0023433,C002427,2023-08-12,P000140,2,156.45,Online
T0023181,C002399,2023-08-12,P000131,2,209.86,Store
T0005351,C000542,2023-08-12,P000088,4,488.89,App
T0026773,C002785,2023-08-12,P000048,2,30.82,Online
T0041767,C004356,2023-08-12,P000064,2,185.26,App
T0039224,C004097,2023-08-12,P000029,2,37.56,App
T0031049,C003219,2023-08-12,P000181,3,71.05,Store
T0040655,C004235,2023-08-12,P000020,1,54.54,Online
T0002520,C000259,2023-08-12,P000123,2,158.74,Online
T0032517,C003367,2023-08-13,P000165,2,400.02,App
T0043422,C004529,2023-08-13,P000061,3,491.51,Online
T0024078,C002495,2023-08-13,P000112,2,415.19,Online
T0030651,C003185,2023-08-13,P000125,3,628.14,Online
T0024965,C002587,2023-08-13,P000101,3,60.93,App
T0002368,C000246,2023-08-13,P000179,1,29.57,Online
T0012212,C001259,2023-08-13,P000102,3,54.36,Store
T0030177,C003136,2023-08-13,P000086,1,53.01,Online
T0014294,C001474,2023-08-13,P000055,4,153.18,Store
T0046373,C004848,2023-08-13,P000156,2,181.5,Online
T0005455,C000552,2023-08-13,P000086,2,98.9,Online
T0036743,C003821,2023-08-13,P000108,2,26.45,Online
T0029241,C003030,2023-08-13,P000004,2,94.1,Online
T0021016,C002164,2023-08-13,P000094,2,62.49,Online
T0002114,C000221,2023-08-13,P000147,1,319.46,Store
T0012439,C001277,2023-08-13,P000047,1,28.85,App
T0017413,C001783,2023-08-13,P000002,2,86.76,Online
T0045545,C004758,2023-08-14,P000066,1,281.48,Online
T0013008,C001340,2023-08-14,P000107,2,46.22,Online
T0020135,C002063,2023-08-14,P000184,3,891.72,Store
T0044787,C004672,2023-08-14,P000031,3,141.76,Store
T0001085,C000111,2023-08-14,P000059,2,60.47,Online
T0001599,C000165,2023-08-14,P000079,1,130.09,Store
T0028774,C002979,2023-08-14,P000136,1,62.47,Online
T0030824,C003201,2023-08-14,P000122,1,45.83,Online
T0035426,C003688,2023-08-14,P000082,2,319.25,Store
T0031282,C003242,2023-08-14,P000187,1,162.21,Online
T0009452,C000955,2023-08-14,P000045,3,455.7,Online
T0002130,C000222,2023-08-14,P000048,2,28.01,Online
T0001296,C000132,2023-08-14,P000094,2,58.47,Store
T0010014,C001021,2023-08-14,P000021,1,261.86,Store
T0017555,C001795,2023-08-14,P000169,2,480.15,Store
T0014604,C001507,2023-08-14,P000002,2,93.44,Online
T0046254,C004831,2023-08-14,P000018,2,81.92,Online
T0015627,C001607,2023-08-14,P000037,1,12.66,App
T0017321,C001771,2023-08-14,P000148,2,292.04,Store
T0002166,C000227,2023-08-14,P000020,4,249.29,Online
T0018582,C001904,2023-08-15,P000114,2,125.44,Online
T0033558,C003479,2023-08-15,P000185,2,213.24,App
T0030299,C003146,2023-08-15,P000152,1,153.06,App
T0034198,C003556,2023-08-15,P000191,1,153.82,Online
T0001046,C000108,2023-08-15,P000176,1,126.21,App
T0031805,C003294,2023-08-15,P000188,2,628.67,Store
T0030742,C003193,2023-08-15,P000189,3,144.7,Online
T0003256,C000337,2023-08-15,P000178,1,18.47,Online
T0036951,C003846,2023-08-15,P000156,3,269.17,Online
T0014733,C001518,2023-08-15,P000103,2,290.0,Store
T0001945,C000206,2023-08-15,P000099,2,52.38,Online
T0029668,C003074,2023-08-15,P000083,3,736.48,Online
T0001548,C000162,2023-08-15,P000048,2,30.89,Store
T0047219,C004947,2023-08-15,P000119,2,553.55,Online
T0036362,C003783,2023-08-15,P000052,1,48.95,App
T0006153,C000622,2023-08-15,P000196,3,394.15,Online
T0033559,C003479,2023-08-15,P000113,2,31.45,Store
T0026652,C002771,2023-08-15,P000044,3,979.05,Online
T0018214,C001868,2023-08-15,P000039,4,122.17,Online
T0016932,C001733,2023-08-15,P000163,1,20.39,Online
T0044512,C004643,2023-08-15,P000039,2,54.48,Online
T0024303,C002517,2023-08-15,P000050,3,168.73,Store
T0038612,C004037,2023-08-15,P000011,1,32.99,Online
T0043388,C004525,2023-08-15,P000060,1,37.02,Online
T0031868,C003300,2023-08-16,P000073,2,91.05,Online
T0008899,C000904,2023-08-16,P000199,2,172.71,Online
T0032100,C003323,2023-08-16,P000176,2,219.2,Store
T0047558,C004982,2023-08-16,P000037,2,24.85,Store
T0036192,C003763,2023-08-16,P000036,3,384.3,Store
T0003637,C000375,2023-08-16,P000082,1,185.83,Online
T0005928,C000601,2023-08-16,P000170,2,148.06,Online
T0010356,C001063,2023-08-16,P000155,2,47.54,Online
T0014452,C001493,2023-08-16,P000013,1,46.42,Store
T0004720,C000477,2023-08-16,P000014,1,151.91,Store
T0044341,C004623,2023-08-16,P000120,1,34.85,Online
T0042189,C004397,2023-08-16,P000142,3,30.04,Online
T0033299,C003448,2023-08-16,P000194,2,41.42,Online
T0030844,C003202,2023-08-16,P000199,4,331.53,Online
T0008932,C000907,2023-08-16,P000047,4,106.1,Online
T0004274,C000434,2023-08-16,P000052,3,160.3,Online
T0014125,C001458,2023-08-16,P000171,1,123.53,Online
T0045008,C004694,2023-08-16,P000134,1,35.64,Online
T0042882,C004468,2023-08-16,P000128,3,150.94,Online
T0033929,C003525,2023-08-16,P000113,2,28.21,App
T0004442,C000448,2023-08-16,P000169,2,510.88,Online
T0027974,C002910,2023-08-16,P000012,3,180.86,Online
T0021363,C002197,2023-08-17,P000144,2,88.87,Online
T0042106,C004388,2023-08-17,P000139,1,76.14,App
T0022459,C002325,2023-08-17,P000195,1,226.69,Online
T0039423,C004112,2023-08-17,P000161,1,128.89,Store
