customer_id,signup_date,gender,age,region,plan,tenure_days,is_active,last_activity_date,churned
C000853,2024-08-14,Female,35,North,Premium,351,0,2025-04-10,1
C000854,2024-03-16,Male,42,North,Basic,502,1,2025-06-27,0
C000855,2024-05-10,Male,25,East,Standard,447,1,2025-05-11,0
C000856,2023-05-05,Female,33,West,Basic,818,0,2025-04-16,1
C000857,2023-08-29,Female,49,East,Basic,702,0,2025-04-24,1
C000858,2024-10-29,Female,32,South,Basic,275,1,2025-07-16,0
C000859,2024-12-08,Female,52,North,Basic,235,1,2025-07-12,0
C000860,2023-08-16,Female,29,South,Basic,715,0,2025-04-24,1
C000861,2023-06-10,Male,51,East,Standard,782,1,2025-07-24,0
C000862,2023-05-26,Male,37,South,Standard,797,1,2025-06-26,0
C000863,2025-03-28,Male,28,South,Standard,125,0,2025-04-15,1
C000864,2024-10-01,Female,51,North,Basic,303,1,2025-05-04,0
C000865,2024-04-07,Male,24,South,Premium,480,1,2025-06-14,0
C000866,2023-11-03,Male,29,North,Premium,636,1,2025-06-18,0
C000867,2023-03-03,Female,41,North,Basic,881,0,2024-08-26,1
C000868,2023-07-09,Female,37,West,Premium,753,1,2025-07-09,0
C000869,2024-03-06,Male,39,North,Basic,512,0,2025-02-18,1
C000870,2024-09-12,Male,33,East,Standard,322,1,2025-07-03,0
C000871,2024-12-06,Male,25,North,Basic,237,1,2025-07-05,0
C000872,2023-11-02,Male,30,North,Standard,637,0,2025-04-17,1
C000873,2024-01-10,Female,50,South,Standard,568,1,2025-07-20,0
C000874,2025-02-28,Male,23,North,Basic,153,0,2025-04-04,1
C000875,2023-09-27,Female,53,North,Standard,673,1,2025-06-29,0
C000876,2024-03-08,Female,40,West,Standard,510,1,2025-07-26,0
C000877,2025-01-30,Male,31,North,Standard,182,1,2025-07-02,0
C000878,2023-12-17,Unknown,18,North,Premium,592,1,2025-06-11,0
C000879,2023-11-27,Male,18,West,Premium,612,1,2025-06-23,0
C000880,2023-09-19,Male,33,South,Premium,681,1,2025-06-28,0
C000881,2023-05-15,Male,32,East,Premium,808,1,2025-07-28,0
C000882,2025-01-02,Male,38,North,Basic,210,1,2025-07-08,0
C000883,2024-11-05,Male,54,North,Basic,268,0,2024-12-14,1
C000884,2023-12-06,Male,42,East,Basic,603,0,2025-03-14,1
C000885,2023-02-08,Female,35,West,Premium,904,1,2025-06-15,0
C000886,2023-06-01,Female,49,North,Basic,791,1,2025-07-10,0
C000887,2023-01-31,Female,38,South,Basic,912,1,2025-07-24,0
C000888,2023-09-02,Male,52,North,Basic,698,1,2025-07-24,0
C000889,2024-03-03,Female,30,North,Basic,515,1,2025-07-22,0
C000890,2024-10-13,Female,25,West,Basic,291,1,2025-06-16,0
C000891,2025-03-25,Female,18,North,Standard,128,1,2025-05-15,0
C000892,2023-10-21,Female,35,West,Basic,649,0,2024-08-20,1
C000893,2023-05-08,Female,24,North,Standard,815,0,2025-04-17,1
C000894,2024-04-28,Male,24,West,Premium,459,1,2025-07-28,0
C000895,2024-09-27,Female,47,East,Standard,307,1,2025-05-24,0
C000896,2024-04-27,Male,19,West,Basic,460,1,2025-07-03,0
C000897,2023-08-31,Unknown,38,North,Premium,700,1,2025-06-25,0
C000898,2023-12-07,Male,36,East,Standard,602,1,2025-06-17,0
C000899,2025-02-18,Male,37,East,Basic,163,1,2025-07-22,0
C000900,2023-10-02,Male,50,East,Standard,668,1,2025-07-15,0
C000901,2024-10-15,Female,28,West,Standard,289,0,2025-03-12,1
C000902,2023-09-07,Male,50,East,Standard,693,0,2025-04-01,1
C000903,2024-08-23,Male,19,West,Basic,342,1,2025-05-17,0
C000904,2023-07-22,Female,43,South,Standard,740,0,2025-03-02,1
C000905,2024-01-17,Female,51,East,Standard,561,1,2025-07-14,0
C000906,2025-03-08,Male,18,West,Basic,145,1,2025-06-04,0
C000907,2023-02-27,Male,36,North,Standard,885,0,2025-04-25,1
C000908,2024-02-26,Female,35,South,Basic,521,1,2025-05-28,0
C000909,2023-09-04,Female,37,West,Standard,696,1,2025-05-31,0
C000910,2023-05-27,Female,54,South,Basic,796,0,2025-01-08,1
C000911,2023-10-07,Female,29,North,Basic,663,1,2025-06-01,0
C000912,2023-05-28,Male,25,South,Premium,795,1,2025-05-09,0
C000913,2023-03-03,Female,37,West,Standard,881,0,2025-04-07,1
C000914,2023-05-13,Female,48,West,Basic,810,0,2025-04-26,1
C000915,2025-03-20,Female,42,West,Basic,133,1,2025-05-10,0
C000916,2024-03-12,Male,37,East,Standard,506,1,2025-06-01,0
C000917,2023-11-06,Female,34,South,Premium,633,1,2025-07-14,0
C000918,2024-05-13,Female,18,North,Standard,444,1,2025-06-16,0
C000919,2024-01-06,Male,42,North,Standard,572,1,2025-06-12,0
C000920,2023-08-30,Female,44,North,Premium,701,1,2025-07-29,0
C000921,2023-04-27,Female,30,North,Standard,826,0,2025-04-15,1
C000922,2023-12-08,Female,32,West,Basic,601,1,2025-06-18,0
C000923,2024-06-08,Female,26,West,Standard,418,1,2025-07-22,0
C000924,2025-03-04,Female,45,East,Basic,149,1,2025-06-22,0
C000925,2024-05-11,Female,33,West,Standard,446,1,2025-06-07,0
C000926,2024-09-21,Male,35,West,Basic,313,1,2025-07-31,0
C000927,2024-01-10,Male,43,East,Basic,568,0,2025-04-17,1
C000928,2024-06-11,Male,40,South,Basic,415,1,2025-07-29,0
C000929,2023-03-03,Female,42,North,Basic,881,1,2025-06-05,0
C000930,2025-03-31,Female,38,South,Basic,122,1,2025-07-20,0
C000931,2024-09-19,Female,38,North,Standard,315,1,2025-06-15,0
C000932,2024-12-06,Female,38,South,Basic,237,1,2025-07-28,0
C000933,2024-09-13,Female,41,West,Standard,321,1,2025-07-18,0
C000934,2025-01-06,Unknown,42,South,Standard,206,1,2025-06-23,0
C000935,2023-09-08,Male,24,North,Standard,692,1,2025-07-28,0
C000936,2023-05-08,Female,31,East,Standard,815,1,2025-07-19,0
C000937,2025-01-30,Male,34,East,Basic,182,0,2025-04-04,1
C000938,2024-09-23,Female,41,North,Basic,311,1,2025-07-07,0
C000939,2024-05-14,Female,52,North,Premium,443,1,2025-07-04,0
C000940,2023-10-09,Female,28,West,Standard,661,1,2025-07-29,0
C000941,2024-04-16,Male,45,North,Standard,471,1,2025-07-06,0
C000942,2023-10-31,Male,31,West,Standard,639,1,2025-07-12,0
C000943,2024-05-20,Female,50,South,Basic,437,0,2025-04-19,1
C000944,2024-11-17,Female,56,South,Standard,256,1,2025-06-22,0
C000945,2023-01-27,Male,19,South,Basic,916,1,2025-05-05,0
C000946,2023-11-02,Female,33,West,Premium,637,1,2025-06-21,0
C000947,2023-02-24,Male,18,West,Basic,888,0,2024-11-11,1
C000948,2023-04-11,Female,20,North,Standard,842,0,2025-04-22,1
C000949,2024-08-15,Female,20,North,Basic,350,1,2025-06-28,0
C000950,2024-01-18,Female,43,North,Premium,560,1,2025-07-07,0
C000951,2025-02-25,Unknown,41,West,Premium,156,1,2025-06-15,0
C000952,2023-01-17,Female,45,South,Basic,926,1,2025-07-08,0
C000953,2024-03-13,Female,43,North,Basic,505,1,2025-07-21,0
C000954,2024-07-23,Male,41,South,Basic,373,1,2025-06-27,0
C000955,2023-04-07,Male,38,South,Standard,846,1,2025-06-15,0
C000956,2023-08-01,Male,35,West,Basic,730,1,2025-07-21,0
C000957,2025-02-26,Female,47,East,Standard,155,1,2025-07-27,0
C000958,2023-07-31,Male,37,North,Basic,731,0,2024-02-14,1
C000959,2024-01-10,Male,42,North,Standard,568,1,2025-07-01,0
C000960,2025-03-11,Male,18,South,Standard,142,1,2025-07-07,0
C000961,2025-01-12,Male,25,North,Standard,200,1,2025-07-19,0
C000962,2024-12-17,Male,46,East,Standard,226,1,2025-06-07,0
C000963,2024-08-25,Female,30,South,Basic,340,1,2025-06-14,0
C000964,2023-03-13,Female,23,South,Standard,871,1,2025-07-17,0
C000965,2025-02-03,Female,43,South,Standard,178,1,2025-07-20,0
C000966,2023-12-29,Female,37,East,Standard,580,1,2025-06-03,0
C000967,2023-08-20,Male,32,East,Basic,711,1,2025-06-27,0
C000968,2023-07-24,Female,52,West,Standard,738,1,2025-06-07,0
C000969,2024-04-13,Male,50,East,Premium,474,1,2025-07-30,0
C000970,2024-02-12,Male,35,West,Premium,535,0,2025-01-16,1
C000971,2024-05-19,Female,44,East,Standard,438,1,2025-07-23,0
C000972,2023-03-15,Male,18,North,Basic,869,1,2025-06-17,0
C000973,2024-11-21,Female,47,North,Basic,252,1,2025-07-15,0
C000974,2023-04-13,Male,26,West,Basic,840,1,2025-07-04,0
C000975,2023-08-01,Female,22,West,Basic,730,1,2025-06-25,0
C000976,2023-10-04,Female,19,East,Basic,666,1,2025-06-30,0
C000977,2023-10-11,Male,18,East,Basic,659,1,2025-07-07,0
C000978,2024-06-23,Female,47,North,Premium,403,1,2025-06-30,0
C000979,2024-07-30,Male,43,East,Premium,366,0,2025-02-27,1
C000980,2024-09-02,Female,29,West,Premium,332,1,2025-06-11,0
C000981,2023-12-21,Male,45,West,Basic,588,1,2025-06-29,0
C000982,2024-06-05,Female,31,South,Premium,421,1,2025-07-26,0
C000983,2024-01-27,Female,40,South,Basic,551,1,2025-05-15,0
C000984,2024-10-02,Male,32,South,Standard,302,1,2025-07-29,0
C000985,2025-01-17,Female,35,South,Standard,195,1,2025-07-04,0
C000986,2025-01-08,Female,27,South,Standard,204,1,2025-07-05,0
C000987,2024-08-23,Female,29,East,Premium,342,1,2025-07-26,0
C000988,2024-07-02,Female,42,North,Basic,394,1,2025-07-04,0
C000989,2024-05-07,Male,44,East,Standard,450,1,2025-07-09,0
C000990,2024-03-13,Female,32,East,Basic,505,0,2025-04-06,1
C000991,2024-09-18,Male,21,West,Premium,316,1,2025-06-21,0
C000992,2024-09-04,Male,61,West,Basic,330,1,2025-07-17,0
C000993,2024-03-27,Unknown,37,East,Standard,491,0,2025-03-13,1
C000994,2024-05-02,Female,40,West,Standard,455,1,2025-06-11,0
C000995,2024-05-26,Male,24,South,Standard,431,1,2025-06-24,0
C000996,2024-08-24,Male,49,West,Standard,341,1,2025-07-19,0
C000997,2023-04-20,Female,50,North,Basic,833,0,2025-03-22,1
C000998,2023-07-21,Male,19,West,Standard,741,1,2025-05-25,0
C000999,2024-06-30,Male,35,North,Premium,396,0,2025-03-02,1
C001000,2024-08-25,Male,35,North,Premium,340,1,2025-07-25,0
C001001,2023-08-02,Female,60,South,Basic,729,1,2025-07-10,0
C001002,2023-12-21,Female,51,East,Basic,588,1,2025-05-17,0
C001003,2024-07-18,Male,22,North,Standard,378,1,2025-07-17,0
C001004,2023-04-16,Female,29,East,Standard,837,0,2024-06-20,1
C001005,2024-07-19,Male,28,West,Basic,377,1,2025-07-10,0
C001006,2025-03-05,Female,40,North,Standard,148,1,2025-06-04,0
C001007,2025-02-26,Unknown,52,East,Premium,155,0,2025-04-28,1
C001008,2023-01-31,Female,38,South,Standard,912,1,2025-05-22,0
C001009,2025-03-07,Female,42,South,Basic,146,1,2025-05-25,0
C001010,2023-08-04,Female,30,East,Premium,727,1,2025-05-26,0
C001011,2023-04-20,Female,41,South,Standard,833,1,2025-06-13,0
C001012,2024-08-28,Female,32,West,Basic,337,0,2025-02-16,1
C001013,2023-12-28,Female,20,East,Basic,581,1,2025-07-15,0
C001014,2023-02-14,Male,41,West,Basic,898,0,2025-03-02,1
C001015,2025-02-25,Male,36,East,Standard,156,1,2025-06-06,0
C001016,2023-07-07,Female,26,West,Basic,755,0,2025-04-04,1
C001017,2024-02-09,Female,53,North,Basic,538,1,2025-07-14,0
C001018,2024-02-22,Male,29,North,Standard,525,1,2025-07-28,0
C001019,2023-10-09,Male,43,South,Basic,661,1,2025-07-13,0
C001020,2023-05-02,Female,33,West,Basic,821,1,2025-05-24,0
C001021,2023-05-25,Female,52,North,Standard,798,1,2025-07-24,0
C001022,2023-09-23,Female,34,West,Premium,677,1,2025-06-20,0
C001023,2023-02-01,Female,20,North,Basic,911,1,2025-05-25,0
C001024,2023-01-06,Female,45,North,Basic,937,1,2025-07-12,0
C001025,2024-11-22,Female,52,North,Standard,251,0,2025-03-17,1
C001026,2023-08-21,Female,32,East,Standard,710,0,2024-01-22,1
C001027,2023-12-23,Female,43,West,Basic,586,1,2025-07-22,0
C001028,2023-06-02,Female,38,North,Basic,790,0,2024-12-06,1
C001029,2024-09-19,Male,33,East,Basic,315,1,2025-06-26,0
C001030,2024-08-29,Male,45,North,Standard,336,1,2025-06-30,0
C001031,2023-06-04,Unknown,28,East,Standard,788,1,2025-07-10,0
C001032,2024-07-18,Male,37,North,Premium,378,1,2025-05-19,0
C001033,2024-09-19,Male,39,South,Standard,315,1,2025-05-27,0
C001034,2024-08-03,Female,39,East,Standard,362,1,2025-05-28,0
C001035,2024-02-13,Female,29,East,Premium,534,1,2025-07-28,0
C001036,2024-12-16,Male,57,North,Basic,227,1,2025-05-17,0
C001037,2023-07-26,Male,49,North,Standard,736,1,2025-07-29,0
C001038,2024-10-14,Male,46,East,Basic,290,1,2025-05-04,0
C001039,2024-01-06,Female,51,West,Basic,572,0,2024-06-21,1
C001040,2024-08-16,Male,37,West,Basic,349,1,2025-06-01,0
C001041,2024-08-30,Male,33,West,Basic,335,0,2025-04-05,1
C001042,2023-10-14,Male,26,West,Premium,656,0,2025-04-18,1
C001043,2024-06-02,Female,29,South,Standard,424,1,2025-07-04,0
C001044,2023-12-03,Male,26,South,Premium,606,1,2025-07-20,0
C001045,2023-05-19,Male,31,North,Basic,804,1,2025-06-16,0
C001046,2024-04-21,Female,39,South,Standard,466,1,2025-06-27,0
C001047,2024-03-11,Unknown,46,East,Basic,507,0,2024-11-27,1
C001048,2024-07-31,Female,45,West,Standard,365,1,2025-05-15,0
C001049,2024-08-24,Unknown,25,North,Standard,341,0,2025-03-24,1
C001050,2023-08-03,Female,43,South,Basic,728,0,2024-11-08,1
C001051,2024-03-02,Male,48,East,Standard,516,1,2025-05-23,0
C001052,2024-09-18,Female,34,East,Basic,316,1,2025-07-06,0
C001053,2024-04-17,Male,48,North,Standard,470,1,2025-07-22,0
C001054,2025-01-29,Female,45,West,Standard,183,1,2025-06-15,0
C001055,2023-10-23,Male,24,North,Premium,647,1,2025-06-19,0
C001056,2023-04-10,Male,58,West,Basic,843,1,2025-05-29,0
C001057,2023-08-28,Female,29,West,Standard,703,1,2025-05-23,0
C001058,2023-09-12,Male,46,South,Standard,688,1,2025-06-26,0
C001059,2023-05-09,Female,46,South,Basic,814,1,2025-05-24,0
C001060,2024-07-05,Male,24,East,Standard,391,1,2025-07-25,0
C001061,2023-10-20,Male,38,South,Basic,650,0,2024-12-14,1
C001062,2023-08-19,Female,46,North,Basic,712,1,2025-05-29,0
C001063,2023-07-21,Female,24,West,Basic,741,0,2024-09-27,1
C001064,2024-12-15,Female,37,South,Premium,228,0,2025-03-25,1
C001065,2023-11-05,Male,46,North,Basic,634,1,2025-06-08,0
C001066,2025-01-17,Female,47,East,Standard,195,1,2025-06-16,0
C001067,2024-12-29,Female,33,North,Basic,214,0,2025-03-30,1
C001068,2024-12-06,Female,52,North,Basic,237,1,2025-07-23,0
C001069,2023-03-03,Male,50,East,Basic,881,1,2025-07-04,0
C001070,2024-03-27,Female,39,South,Standard,491,1,2025-06-16,0
C001071,2023-12-26,Female,30,East,Basic,583,1,2025-07-05,0
C001072,2023-12-11,Female,25,West,Basic,598,1,2025-06-21,0
C001073,2024-07-05,Female,40,West,Premium,391,1,2025-07-30,0
C001074,2024-06-02,Female,51,North,Standard,424,1,2025-07-29,0
C001075,2023-09-27,Male,35,North,Basic,673,1,2025-07-22,0
C001076,2024-06-16,Male,28,East,Standard,410,1,2025-05-15,0
C001077,2023-12-02,Female,45,East,Basic,607,0,2025-03-11,1
C001078,2024-04-17,Male,38,West,Standard,470,1,2025-07-19,0
C001079,2024-06-15,Male,42,East,Basic,411,0,2024-11-16,1
C001080,2024-04-27,Male,31,North,Basic,460,0,2025-03-11,1
C001081,2023-01-12,Male,33,South,Basic,931,1,2025-07-09,0
C001082,2024-07-29,Female,31,West,Basic,367,0,2024-12-27,1
C001083,2023-10-05,Female,41,West,Premium,665,1,2025-07-24,0
C001084,2024-07-11,Female,33,North,Basic,385,1,2025-07-11,0
C001085,2024-02-09,Male,42,East,Basic,538,1,2025-05-05,0
C001086,2024-11-29,Female,30,North,Standard,244,0,2025-03-31,1
C001087,2023-01-12,Female,41,South,Standard,931,0,2024-08-25,1
C001088,2023-01-20,Unknown,44,North,Basic,923,0,2025-04-21,1
C001089,2023-06-03,Female,40,West,Basic,789,1,2025-06-30,0
C001090,2024-09-12,Male,46,East,Basic,322,0,2025-03-30,1
C001091,2023-08-26,Female,32,West,Basic,705,0,2025-02-09,1
C001092,2023-10-19,Unknown,43,West,Basic,651,1,2025-06-18,0
C001093,2023-03-04,Female,39,North,Basic,880,0,2025-03-27,1
C001094,2023-02-19,Female,28,East,Standard,893,1,2025-07-26,0
C001095,2023-04-05,Male,18,West,Premium,848,1,2025-07-27,0
C001096,2024-11-09,Female,20,East,Standard,264,1,2025-07-28,0
C001097,2024-01-05,Female,18,East,Basic,573,1,2025-05-03,0
C001098,2023-10-05,Male,41,South,Standard,665,1,2025-07-22,0
C001099,2024-05-10,Female,33,East,Standard,447,1,2025-05-15,0
C001100,2024-08-15,Male,37,South,Premium,350,1,2025-06-09,0
C001101,2024-09-24,Male,35,South,Standard,310,1,2025-07-18,0
C001102,2023-08-20,Male,42,North,Standard,711,1,2025-07-08,0
C001103,2025-01-25,Male,43,North,Basic,187,1,2025-07-14,0
C001104,2023-06-21,Female,37,North,Basic,771,1,2025-06-05,0
C001105,2023-08-08,Male,38,North,Basic,723,1,2025-05-12,0
C001106,2023-08-01,Male,38,South,Basic,730,1,2025-06-04,0
C001107,2023-05-18,Female,50,North,Basic,805,0,2025-04-20,1
C001108,2024-02-24,Female,18,North,Standard,523,1,2025-05-13,0
C001109,2024-09-22,Female,30,West,Standard,312,0,2025-04-22,1
C001110,2024-09-26,Male,45,East,Premium,308,1,2025-06-28,0
C001111,2023-04-22,Female,48,West,Basic,831,0,2025-01-06,1
C001112,2024-07-04,Male,41,West,Basic,392,0,2025-04-29,1
C001113,2023-09-08,Female,35,North,Premium,692,1,2025-07-23,0
C001114,2023-04-25,Male,55,North,Premium,828,1,2025-07-08,0
C001115,2024-04-24,Female,38,South,Standard,463,1,2025-07-03,0
C001116,2024-04-29,Male,37,West,Basic,458,1,2025-07-22,0
C001117,2024-01-11,Female,50,West,Standard,567,1,2025-07-09,0
C001118,2024-11-15,Female,41,South,Basic,258,1,2025-06-18,0
C001119,2023-06-08,Male,46,North,Premium,784,1,2025-07-29,0
C001120,2025-03-02,Male,47,East,Standard,151,1,2025-07-27,0
C001121,2024-02-17,Female,33,North,Basic,530,0,2025-04-21,1
C001122,2024-08-15,Unknown,54,East,Premium,350,1,2025-06-26,0
C001123,2024-04-02,Female,18,West,Standard,485,1,2025-07-07,0
C001124,2024-03-01,Male,18,East,Premium,517,1,2025-06-04,0
C001125,2024-12-06,Male,30,West,Premium,237,1,2025-06-25,0
C001126,2023-12-01,Female,32,South,Basic,608,1,2025-05-07,0
C001127,2023-12-26,Female,40,East,Basic,583,1,2025-06-04,0
C001128,2023-09-20,Female,30,West,Standard,680,1,2025-06-05,0
C001129,2023-10-18,Female,36,East,Premium,652,1,2025-07-22,0
C001130,2024-11-29,Female,34,East,Premium,244,1,2025-05-26,0
C001131,2023-12-23,Female,57,East,Standard,586,1,2025-07-05,0
C001132,2024-06-30,Male,28,West,Basic,396,0,2025-03-09,1
C001133,2024-02-11,Male,20,North,Basic,536,0,2025-04-03,1
C001134,2024-02-20,Female,48,South,Standard,527,1,2025-06-23,0
C001135,2025-03-21,Male,29,South,Standard,132,1,2025-07-26,0
C001136,2024-08-28,Male,36,West,Standard,337,1,2025-07-22,0
C001137,2023-05-06,Male,30,West,Standard,817,0,2025-01-13,1
C001138,2023-03-10,Male,44,North,Standard,874,0,2025-05-01,1
C001139,2023-01-01,Female,23,North,Premium,942,1,2025-07-25,0
C001140,2024-12-30,Female,18,West,Basic,213,1,2025-05-19,0
C001141,2024-07-15,Female,49,South,Basic,381,1,2025-07-05,0
C001142,2023-04-17,Male,39,North,Standard,836,1,2025-05-05,0
C001143,2024-07-06,Female,47,North,Premium,390,1,2025-07-21,0
C001144,2023-07-09,Male,49,North,Basic,753,1,2025-07-02,0
C001145,2023-08-17,Female,27,East,Basic,714,1,2025-05-28,0
C001146,2024-04-08,Female,37,South,Basic,479,1,2025-07-25,0
C001147,2024-01-19,Male,42,South,Basic,559,1,2025-06-16,0
C001148,2023-11-17,Female,35,West,Basic,622,1,2025-05-18,0
C001149,2023-09-27,Female,33,North,Standard,673,1,2025-06-22,0
C001150,2023-11-17,Male,34,North,Basic,622,1,2025-07-28,0
C001151,2023-08-28,Female,47,West,Standard,703,1,2025-06-21,0
C001152,2023-03-07,Male,34,West,Basic,877,1,2025-07-06,0
C001153,2025-04-01,Male,43,North,Basic,121,1,2025-07-19,0
C001154,2024-12-12,Female,40,South,Standard,231,1,2025-05-21,0
C001155,2023-05-11,Female,27,South,Standard,812,1,2025-07-21,0
C001156,2023-01-27,Female,40,East,Basic,916,0,2025-04-20,1
C001157,2023-01-20,Male,21,North,Premium,923,0,2025-04-03,1
C001158,2024-08-01,Male,41,South,Basic,364,1,2025-06-11,0
C001159,2023-01-13,Female,45,North,Basic,930,0,2024-08-17,1
C001160,2023-05-07,Male,48,West,Standard,816,0,2025-04-04,1
C001161,2024-01-06,Female,27,South,Premium,572,1,2025-07-09,0
C001162,2023-09-17,Female,31,South,Basic,683,0,2024-12-12,1
C001163,2023-08-02,Female,39,North,Basic,729,0,2025-02-14,1
C001164,2024-06-30,Female,32,North,Standard,396,1,2025-06-14,0
C001165,2023-07-21,Male,18,East,Basic,741,1,2025-07-20,0
C001166,2024-07-02,Male,31,East,Standard,394,1,2025-07-16,0
C001167,2025-01-14,Male,39,East,Basic,198,1,2025-05-21,0
C001168,2024-03-07,Female,47,East,Premium,511,1,2025-07-24,0
C001169,2024-12-18,Female,53,North,Basic,225,0,2025-04-27,1
C001170,2023-11-08,Female,38,East,Premium,631,1,2025-06-07,0
C001171,2023-03-19,Female,42,North,Basic,865,1,2025-07-12,0
C001172,2023-03-24,Unknown,46,North,Premium,860,1,2025-07-16,0
C001173,2023-04-12,Male,18,East,Basic,841,1,2025-07-30,0
C001174,2024-05-30,Male,26,West,Basic,427,0,2024-08-19,1
C001175,2024-07-06,Male,38,East,Basic,390,0,2025-03-25,1
C001176,2023-06-15,Female,52,West,Premium,777,1,2025-06-14,0
C001177,2024-07-10,Male,43,West,Basic,386,1,2025-07-25,0
C001178,2024-09-29,Female,40,North,Basic,305,1,2025-06-21,0
C001179,2025-04-01,Female,34,West,Basic,121,1,2025-07-18,0
C001180,2023-12-04,Female,41,East,Premium,605,1,2025-07-14,0
C001181,2023-11-13,Female,31,West,Basic,626,1,2025-07-19,0
C001182,2023-04-04,Male,29,East,Basic,849,0,2025-01-31,1
C001183,2024-02-08,Male,30,East,Premium,539,0,2025-03-28,1
C001184,2023-06-09,Female,50,East,Premium,783,1,2025-06-15,0
C001185,2024-06-12,Male,28,South,Basic,414,1,2025-06-25,0
C001186,2024-08-06,Male,33,West,Premium,359,1,2025-05-18,0
C001187,2024-10-05,Female,41,North,Basic,299,1,2025-05-23,0
C001188,2024-09-22,Male,28,South,Basic,312,1,2025-07-25,0
C001189,2024-08-30,Female,39,North,Premium,335,1,2025-06-27,0
C001190,2024-05-17,Female,39,North,Standard,440,1,2025-06-28,0
C001191,2023-08-20,Male,30,North,Basic,711,1,2025-06-03,0
C001192,2023-04-27,Female,34,North,Basic,826,0,2025-03-08,1
C001193,2024-05-31,Male,27,South,Basic,426,0,2024-12-11,1
C001194,2023-11-29,Female,50,South,Standard,610,1,2025-05-17,0
C001195,2025-02-06,Male,39,North,Premium,175,1,2025-06-12,0
C001196,2024-04-29,Female,26,North,Basic,458,1,2025-07-03,0
C001197,2023-10-07,Male,38,West,Premium,663,1,2025-07-15,0
C001198,2024-02-22,Male,38,North,Basic,525,0,2024-12-25,1
C001199,2024-09-15,Male,18,South,Standard,319,1,2025-05-25,0
C001200,2024-04-22,Male,50,North,Basic,465,1,2025-05-29,0
C001201,2024-07-25,Male,27,North,Standard,371,1,2025-07-14,0
C001202,2024-12-24,Female,57,East,Basic,219,1,2025-06-19,0
C001203,2024-01-29,Female,44,South,Premium,549,1,2025-07-30,0
C001204,2023-07-01,Male,25,South,Basic,761,0,2025-03-06,1
C001205,2024-10-19,Male,33,North,Basic,285,0,2025-04-27,1
C001206,2024-01-02,Female,46,East,Premium,576,1,2025-06-15,0
C001207,2024-09-19,Female,34,East,Basic,315,0,2024-12-27,1
C001208,2023-05-15,Male,48,North,Basic,808,1,2025-05-11,0
C001209,2025-02-19,Female,33,North,Standard,162,1,2025-07-03,0
C001210,2023-04-03,Male,36,North,Premium,850,0,2025-03-08,1
C001211,2023-01-03,Female,46,East,Basic,940,1,2025-07-01,0
C001212,2023-08-11,Male,43,North,Basic,720,0,2025-03-19,1
C001213,2025-01-08,Male,27,South,Basic,204,1,2025-06-28,0
C001214,2025-01-15,Female,41,North,Premium,197,1,2025-06-02,0
C001215,2024-09-16,Male,38,North,Basic,318,1,2025-06-14,0
C001216,2024-07-09,Female,27,North,Basic,387,1,2025-07-17,0
C001217,2023-08-07,Male,23,South,Standard,724,1,2025-07-24,0
C001218,2023-07-01,Female,18,North,Basic,761,1,2025-07-11,0
C001219,2024-03-15,Female,34,South,Basic,503,0,2025-02-05,1
C001220,2024-04-10,Male,36,East,Premium,477,1,2025-06-01,0
C001221,2024-09-28,Female,42,South,Basic,306,0,2025-04-11,1
C001222,2025-02-06,Female,45,East,Standard,175,1,2025-06-13,0
C001223,2023-06-01,Female,32,East,Premium,791,1,2025-07-17,0
C001224,2024-06-25,Female,36,East,Basic,401,1,2025-06-03,0
C001225,2024-03-25,Female,29,West,Basic,493,1,2025-06-05,0
C001226,2024-09-25,Male,37,North,Premium,309,1,2025-07-30,0
C001227,2024-05-20,Male,46,North,Standard,437,1,2025-07-16,0
C001228,2023-03-08,Female,38,East,Basic,876,0,2024-12-28,1
C001229,2023-06-08,Female,48,East,Basic,784,0,2025-03-26,1
C001230,2024-04-07,Male,46,South,Standard,480,1,2025-07-26,0
C001231,2024-03-22,Female,51,North,Basic,496,1,2025-05-21,0
C001232,2023-12-04,Female,38,East,Standard,605,1,2025-07-07,0
C001233,2023-04-06,Male,31,West,Premium,847,1,2025-07-17,0
C001234,2024-08-27,Male,43,South,Basic,338,1,2025-06-24,0
C001235,2024-12-07,Female,33,West,Premium,236,1,2025-07-26,0
C001236,2024-02-26,Male,42,South,Standard,521,1,2025-07-12,0
C001237,2023-11-03,Female,30,North,Basic,636,1,2025-05-31,0
C001238,2024-04-01,Female,28,South,Standard,486,1,2025-07-08,0
C001239,2023-06-06,Male,49,South,Standard,786,1,2025-07-15,0
C001240,2024-06-18,Male,26,East,Basic,408,1,2025-06-05,0
C001241,2023-12-16,Male,47,South,Basic,593,1,2025-07-25,0
C001242,2025-02-10,Female,42,East,Standard,171,0,2025-05-01,1
C001243,2023-05-13,Female,37,North,Standard,810,1,2025-07-29,0
C001244,2023-11-18,Male,18,North,Premium,621,0,2025-03-20,1
C001245,2025-03-29,Female,51,South,Premium,124,1,2025-07-22,0
C001246,2023-11-12,Male,27,West,Basic,627,1,2025-06-21,0
C001247,2024-05-29,Male,46,South,Standard,428,1,2025-07-27,0
C001248,2023-03-10,Male,30,West,Basic,874,1,2025-07-18,0
C001249,2025-03-24,Male,29,South,Basic,129,0,2025-03-28,1
C001250,2023-02-05,Male,43,North,Basic,907,1,2025-05-20,0
